dataset,call_id,emotion_true,emotion_pred,confidence,duration,transcript
IEMOCAP,iemocap_Ses03F_script01_3_F015,neutral,neutral,0.2,1.8,사과 Or
IEMOCAP,iemocap_Ses03F_script01_3_F016,neutral,joy,0.2,3.3,I was almost married two years ago.
IEMOCAP,iemocap_Ses03F_script01_3_F017,neutral,disgust,0.2,2.56,as he started to write me.
IEMOCAP,iemocap_Ses03F_script01_3_F018,joy,neutral,0.2,2.08,Every day science.
IEMOCAP,iemocap_Ses03F_script01_3_F019,neutral,neutral,0.5,6.49,I don't know. You didn't write until then and then when you did would you? Would you say?
IEMOCAP,iemocap_Ses03F_script01_3_F020,neutral,disgust,0.2,2.61,It's gonna be so ambiguous.
IEMOCAP,iemocap_Ses03F_script01_3_F021,joy,neutral,0.5,10.53,I don't know if I ever can forgive you for that. Why did you wait so long? I sat in my room wondering if I was crazy for thinking about you.
IEMOCAP,iemocap_Ses03F_script01_3_F022,neutral,disgust,0.2,4.36,Not like that you're not.
IEMOCAP,iemocap_Ses03F_script01_3_F023,joy,disgust,0.2,6.61,"Like Larry's brother? Do it like you, Chris."
IEMOCAP,iemocap_Ses03F_script01_3_F024,neutral,sadness,0.4,3.79,What is it?
IEMOCAP,iemocap_Ses03F_script01_3_F025,sadness,disgust,0.2,3.74,"No, what is it? Is your mother?"
IEMOCAP,iemocap_Ses03F_script01_3_F026,sadness,disgust,0.5,5.9,with and tell me what's wrong I mean even in your letters there's something ashamed
IEMOCAP,iemocap_Ses03F_script01_3_F027,sadness,neutral,0.2,3.41,也是
IEMOCAP,iemocap_Ses03F_script01_3_F028,sadness,disgust,0.2,4.17,because it wouldn't work like this.
IEMOCAP,iemocap_Ses03F_script01_3_F029,sadness,neutral,0.2,1.94,Yeah sure.
IEMOCAP,iemocap_Ses03F_script01_3_F030,sadness,sadness,0.4,2.55,How many?
IEMOCAP,iemocap_Ses03F_script01_3_F031,sadness,disgust,0.2,3.33,Geez.
IEMOCAP,iemocap_Ses03F_script01_3_F032,sadness,neutral,0.2,3.39,and you still feel that way.
IEMOCAP,iemocap_Ses03F_script01_3_F033,sadness,sadness,0.4,8.58,because you can't feel that way never again Chris hear me never I mean the money and me too
IEMOCAP,iemocap_Ses03F_script01_3_F034,neutral,anger,0.7,8.27,The nothing wrong in that money and your father put good planes up in the air and you should be proud of that a man should be paid for that
IEMOCAP,iemocap_Ses03F_script01_3_F035,joy,neutral,0.2,4.61,What am I going to do with fortune?
IEMOCAP,iemocap_Ses03F_script01_3_M000,joy,neutral,0.2,4.99,"Yeah, I know it went out of style didn't it?"
IEMOCAP,iemocap_Ses03F_script01_3_M001,neutral,disgust,0.2,3.24,You're not sorry you came?
IEMOCAP,iemocap_Ses03F_script01_3_M002,neutral,sadness,0.4,2.68,Why not?
IEMOCAP,iemocap_Ses03F_script01_3_M003,neutral,neutral,0.2,2.15,Well...
IEMOCAP,iemocap_Ses03F_script01_3_M004,neutral,neutral,0.2,2.25,What?
IEMOCAP,iemocap_Ses03F_script01_3_M005,neutral,neutral,0.2,7.33,"Yes, I guess I have been, but it's going for me now."
IEMOCAP,iemocap_Ses03F_script01_3_M006,joy,neutral,0.2,14.54,Afghanistan all of them've theyなん winds coming up I was when I have some sneak of on your over a week or so. pend puff of
IEMOCAP,iemocap_Ses03F_script01_3_M007,neutral,neutral,0.2,3.29,How did you know?
IEMOCAP,iemocap_Ses03F_script01_3_M008,neutral,neutral,0.2,5.41,What do you want to?
IEMOCAP,iemocap_Ses03F_script01_3_M009,joy,neutral,0.2,5.86,I guess that's why I asked you to come.
IEMOCAP,iemocap_Ses03F_script01_3_M010,joy,disgust,0.2,2.86,"Oh, Annie."
IEMOCAP,iemocap_Ses03F_script01_3_M011,joy,joy,0.2,2.09,Any I love you
IEMOCAP,iemocap_Ses03F_script01_3_M012,joy,joy,0.2,3.14,I love you a great deal.
IEMOCAP,iemocap_Ses03F_script01_3_M013,joy,disgust,0.2,7.1,I love you. I have no imagination. That's all I know how to tell it.
IEMOCAP,iemocap_Ses03F_script01_3_M014,joy,disgust,0.5,12.13,"I'm embarrassing you. I didn't want to tell you it here. I wanted to go somewhere would be brand new to each other. He felt wrong here, don't you? This yard, this chair."
IEMOCAP,iemocap_Ses03F_script01_3_M015,joy,neutral,0.5,4.48,I don't want to win you from anybody. I want you to be ready for me.
IEMOCAP,iemocap_Ses03F_script01_3_M016,neutral,neutral,0.2,5.27,Then he's gone forever. You sure?
IEMOCAP,iemocap_Ses03F_script01_3_M017,neutral,neutral,0.2,2.57,Why didn't you?
IEMOCAP,iemocap_Ses03F_script01_3_M018,joy,neutral,0.2,2.63,You felt something that far back?
IEMOCAP,iemocap_Ses03F_script01_3_M019,joy,anger,0.4,2.44,Why didn't you let me know?
IEMOCAP,iemocap_Ses03F_script01_3_M020,joy,neutral,0.2,2.44,Give me a kiss.
IEMOCAP,iemocap_Ses03F_script01_3_M021,joy,neutral,0.2,1.71,Give me.
IEMOCAP,iemocap_Ses03F_script01_3_M022,neutral,neutral,0.2,13.42,"God, I kissed Annie. I kissed Annie. How long have I been waiting to kiss you?"
IEMOCAP,iemocap_Ses03F_script01_3_M023,joy,neutral,0.2,6.55,We're going to live now. I'm going to make you so happy.
IEMOCAP,iemocap_Ses03F_script01_3_M024,joy,disgust,0.2,2.4,I kissed you.
IEMOCAP,iemocap_Ses03F_script01_3_M025,sadness,sadness,0.4,4.29,Let's drive somewhere. I want to be alone with you.
IEMOCAP,iemocap_Ses03F_script01_3_M026,neutral,sadness,0.4,3.75,"No, no, no, nothing like that."
IEMOCAP,iemocap_Ses03F_script01_3_M027,sadness,neutral,0.2,8.7,"I guess there was... I guess I was, but it's going from me now."
IEMOCAP,iemocap_Ses03F_script01_3_M028,sadness,disgust,0.2,2.99,I don't know where to start.
IEMOCAP,iemocap_Ses03F_script01_3_M029,sadness,disgust,0.5,5.94,"You know when I went overseas, I said I was in command of a company."
IEMOCAP,iemocap_Ses03F_script01_3_M030,sadness,sadness,0.4,2.37,Well I lost them.
IEMOCAP,iemocap_Ses03F_script01_3_M031,sadness,neutral,0.2,3.1,Just about all.
IEMOCAP,iemocap_Ses03F_script01_3_M032,sadness,neutral,0.2,6.56,"Yeah, it takes little wild toss that off. Because they weren't just men."
IEMOCAP,iemocap_Ses03F_script01_3_M033,sadness,disgust,0.5,10.7,"For instance, one time, it had been raining several days, and this one kid, he came up to me, and he gave me his last pair of dry socks. Put them in my pocket."
IEMOCAP,iemocap_Ses03F_script01_3_M034,sadness,disgust,0.5,14.85,I mean that's that's only a little thing but that's the kind of guys I had. They didn't just die. They killed themselves for each other and I mean that exactly. A little more selfish than they'd still be here today.
IEMOCAP,iemocap_Ses03F_script01_3_M035,sadness,neutral,0.2,6.11,and I thought something watching them go down.
IEMOCAP,iemocap_Ses03F_script01_3_M036,sadness,disgust,0.2,13.29,"Everything was being destroyed, but there was one new thing that was being created. It kind of... Responsibility. Man for man. You understand me?"
IEMOCAP,iemocap_Ses03F_script01_3_M037,sadness,neutral,0.5,11.12,"and to show that, to bring that onto the earth like some sort of monument standing right behind us, where everyone could feel it and would make a difference to him."
IEMOCAP,iemocap_Ses03F_script01_3_M038,sadness,neutral,0.2,11.14,And I came back here and it was incredible. There was no meaning in that here. The whole thing to them was a bus accident.
IEMOCAP,iemocap_Ses03F_script01_3_M039,sadness,disgust,0.5,14.22,And I went to work with dad and that rat race again and I felt what you said ashamed somehow because nobody was changed at all it seemed to make a sucker out of a lot of guys
IEMOCAP,iemocap_Ses03F_script01_3_M040,sadness,neutral,0.5,19.84,"And I felt wrong to be alive, to drive the car, to see the new checkbook, to see the new refrigerator. I mean you can take those things out of a war, but you gotta know that when you drive that car that I came out of the love a man can have for another man, and you gotta be a little bit better because of that."
IEMOCAP,iemocap_Ses03F_script01_3_M041,sadness,disgust,0.5,4.33,Otherwise what you have here is loot and there's blood on it.
IEMOCAP,iemocap_Ses03F_script01_3_M042,sadness,disgust,0.5,2.93,I didn't want to take any of it.
IEMOCAP,iemocap_Ses03F_script01_3_M043,sadness,neutral,0.2,3.71,and I guess time included you.
IEMOCAP,iemocap_Ses03F_script01_3_M044,neutral,neutral,0.2,2.97,"I want you now, Annie."
IEMOCAP,iemocap_Ses03F_script01_3_M045,joy,neutral,0.2,2.57,Amy.
IEMOCAP,iemocap_Ses03F_script01_3_M046,joy,joy,0.2,3.31,and I'm gonna make a fortune for you.
IEMOCAP,iemocap_Ses03F_script02_1_F000,sadness,disgust,0.2,1.22,Bye.
IEMOCAP,iemocap_Ses03F_script02_1_F001,neutral,neutral,0.2,1.74,Flashlight.
IEMOCAP,iemocap_Ses03F_script02_1_F002,neutral,neutral,0.2,4.88,That's not your flashlight. It's ours. It's mine too.
IEMOCAP,iemocap_Ses03F_script02_1_F003,anger,neutral,0.5,7.59,"I don't understand why you're always saying, oh it's mine, it's mine. It's not like it's just your flashlight. I mean, how do you think that makes me feel? No."
IEMOCAP,iemocap_Ses03F_script02_1_F004,neutral,neutral,0.2,2.71,Yes.
IEMOCAP,iemocap_Ses03F_script02_1_F005,neutral,sadness,0.4,2.85,I'm cold.
IEMOCAP,iemocap_Ses03F_script02_1_F006,neutral,neutral,0.2,2.98,"Let's pass to Evan, let's go home."
IEMOCAP,iemocap_Ses03F_script02_1_F007,neutral,disgust,0.5,2.49,There is no point in coming down here.
IEMOCAP,iemocap_Ses03F_script02_1_F008,neutral,neutral,0.2,2.25,That's my point.
IEMOCAP,iemocap_Ses03F_script02_1_F009,neutral,neutral,0.2,1.73,"Well, so let's go."
IEMOCAP,iemocap_Ses03F_script02_1_F010,sadness,neutral,0.2,2.73,not particularly.
IEMOCAP,iemocap_Ses03F_script02_1_F011,sadness,disgust,0.2,2.75,"I don't know, I just don't."
IEMOCAP,iemocap_Ses03F_script02_1_F012,anger,disgust,0.5,6.59,"Pass up what? Went to fish, they swam up to the beach, and they flop around, and they swam away, and then they die."
IEMOCAP,iemocap_Ses03F_script02_1_F013,anger,neutral,0.5,6.78,"I don't know why you're getting so excited when it felt like the landing of the moon or something. We just fish, fish that nobody eats."
IEMOCAP,iemocap_Ses03F_script02_1_F014,anger,neutral,0.2,2.23,가리아 Everyday
IEMOCAP,iemocap_Ses03F_script02_1_F015,neutral,disgust,0.5,4.7,"I'm just not, I mean I'm sorry just they're still fish to me."
IEMOCAP,iemocap_Ses03F_script02_1_F016,neutral,neutral,0.2,2.39,Yes.
IEMOCAP,iemocap_Ses03F_script02_1_F017,anger,disgust,0.5,10.14,"Yes, and if you also remember, I got sand in my panties. We got an argument about nothing. You got a sore throat and we never saw the gregions."
IEMOCAP,iemocap_Ses03F_script02_1_F018,anger,disgust,0.5,5.57,"No, for God's sake, we've never seen the grindings. We're not gonna see them. We're just born in a-"
IEMOCAP,iemocap_Ses03F_script02_1_F019,neutral,sadness,0.4,2.14,"Yeah, that's the wind."
IEMOCAP,iemocap_Ses03F_script02_1_F020,neutral,neutral,0.2,1.64,About what?
IEMOCAP,iemocap_Ses03F_script02_1_F021,neutral,disgust,0.2,1.89,It's ridiculous.
IEMOCAP,iemocap_Ses03F_script02_1_M000,joy,neutral,0.2,8.47,"Hey, what time is it? This is supposed to run around midnight, right? God! This is great, isn't it?"
IEMOCAP,iemocap_Ses03F_script02_1_M001,joy,sadness,0.7,3.36,"I look at the night we got, couldn't be better."
IEMOCAP,iemocap_Ses03F_script02_1_M002,joy,neutral,0.5,9.52,"You know, actually I wanted to go a little further up the coast to get away from all the people and the lights. And uh, but I thought we'd miss it. Hey, how you doing?"
IEMOCAP,iemocap_Ses03F_script02_1_M003,joy,neutral,0.2,8.2,Oh is that is that? No is that just? Phone! Oh! I can't even tell!
IEMOCAP,iemocap_Ses03F_script02_1_M004,joy,disgust,0.5,7.04,"Oh, I thought if I can't tell it probably isn't them right it would probably be un-stakeable when you think. Hey how you doing?"
IEMOCAP,iemocap_Ses03F_script02_1_M005,joy,neutral,0.5,7.51,"Oh, do you know what I forgot? I forgot my flashlight. How could it be so stupid? I forgot. I should have brought my flashlight."
IEMOCAP,iemocap_Ses03F_script02_1_M006,joy,disgust,0.5,5.42,"I have, you know, the flashlight, the silver one, there's only one, isn't there?"
IEMOCAP,iemocap_Ses03F_script02_1_M007,neutral,disgust,0.2,3.42,"Oh, well, sure."
IEMOCAP,iemocap_Ses03F_script02_1_M008,neutral,neutral,0.2,9.43,"No, of course yours and mine are flashlight yours and mine You flashlight is too flashlight Naturally"
IEMOCAP,iemocap_Ses03F_script02_1_M009,joy,neutral,0.5,4.14,We should have brought our flashlight. I can't believe we've got to bring it
IEMOCAP,iemocap_Ses03F_script02_1_M010,joy,neutral,0.2,3.68,I hope the moon stays out.
IEMOCAP,iemocap_Ses03F_script02_1_M011,joy,neutral,0.5,6.7,"Hey, do they always run during a full moon? I can't remember if it was full last year. Do you remember?"
IEMOCAP,iemocap_Ses03F_script02_1_M012,neutral,disgust,0.2,3.47,Are you cold? Do you want my jacket?
IEMOCAP,iemocap_Ses03F_script02_1_M013,joy,disgust,0.5,5.24,"We should have brought the blanket. Why didn't we bring the blanket, our blanket?"
IEMOCAP,iemocap_Ses03F_script02_1_M014,joy,neutral,0.5,9.01,You know what we got right now? A six pack. I can't believe her if you got a six pack. A six pack would be just the ticket right about now.
IEMOCAP,iemocap_Ses03F_script02_1_M015,joy,disgust,0.2,9.97,I'm so stupid. I'm like a little kid. It's amazing. I get out of the house. My fly's it.
IEMOCAP,iemocap_Ses03F_script02_1_M016,joy,neutral,0.5,5.91,I wonder if they can hear us talk. I hear the vibrations in the sand when we move.
IEMOCAP,iemocap_Ses03F_script02_1_M017,neutral,disgust,0.2,2.81,Do you want my jacket?
IEMOCAP,iemocap_Ses03F_script02_1_M018,neutral,disgust,0.5,7.35,What are you kidding me? We just got here. We miss it. What's the point of coming down there if we just turn around and go home?
IEMOCAP,iemocap_Ses03F_script02_1_M019,neutral,neutral,0.2,1.8,Right.
IEMOCAP,iemocap_Ses03F_script02_1_M020,neutral,neutral,0.2,2.33,"Yeah, that's my point too."
IEMOCAP,iemocap_Ses03F_script02_1_M021,joy,joy,0.5,6.96,"No, no, no, no, that's not my point my point is there's no point in coming down here if we just turn around and leave"
IEMOCAP,iemocap_Ses03F_script02_1_M022,neutral,disgust,0.5,2.95,I mean don't you want to see it?
IEMOCAP,iemocap_Ses03F_script02_1_M023,neutral,disgust,0.2,2.17,Why not?
IEMOCAP,iemocap_Ses03F_script02_1_M024,neutral,neutral,0.5,19.22,"Honey, this is a natural phenomenon. I mean, it only happens once a year. This is a great opportunity. Think about the people in Kansas. They would have to get a plane ticket and hotel reservation to come and see this. We're only 40 minutes away. This is too good to pass up."
IEMOCAP,iemocap_Ses03F_script02_1_M025,neutral,disgust,0.5,11.72,"Yeah, but that moment on the beach is the highlight of their little lives and all that flopping around his laying eggs or what you Spawning or mating is something like that"
IEMOCAP,iemocap_Ses03F_script02_1_M026,neutral,disgust,0.5,4.49,"I mean this is the big night for these guys, life's last orgy."
IEMOCAP,iemocap_Ses03F_script02_1_M027,neutral,neutral,0.2,2.05,"Yeah, they do."
IEMOCAP,iemocap_Ses03F_script02_1_M028,neutral,neutral,0.5,9.81,"Well, okay, then it's fish that do something no other fish do like the swallows in Capastrano or the Lemons who throw themselves off the cliffs"
IEMOCAP,iemocap_Ses03F_script02_1_M029,neutral,neutral,0.2,9.7,"There's magic here in mystery in a little bit of not explainable. I mean, I don't see how you cannot be interested."
IEMOCAP,iemocap_Ses03F_script02_1_M030,neutral,neutral,0.2,2.27,For real?
IEMOCAP,iemocap_Ses03F_script02_1_M031,neutral,disgust,0.5,6.97,"I don't get it. The last time, the first time that we came to see it, you said it was the best night of your life."
IEMOCAP,iemocap_Ses03F_script02_1_M032,neutral,disgust,0.5,7.47,"And then last year when we came to see it, you ran out of the house so fast that you stubbed your toe and you didn't even notice until you got in the car."
IEMOCAP,iemocap_Ses03F_script02_1_M033,neutral,sadness,0.4,2.84,We weren't a good spot.
IEMOCAP,iemocap_Ses03F_script02_1_M034,anger,neutral,0.5,6.91,"We just weren't in a good spot, alright? This is a much better spot. I have a good instinct for these things. Look, is that?"
IEMOCAP,iemocap_Ses03F_script02_1_M035,neutral,disgust,0.5,4.7,"No, let's just see weed in it, isn't it? This is great, isn't it?"
IEMOCAP,iemocap_Ses03F_script02_1_M036,joy,neutral,0.5,8.28,"I wouldn't miss this for anything. I mean, think about this. Okay, I know you're not interested, but just think about this for a minute."
IEMOCAP,iemocap_Ses03F_script02_1_M037,neutral,disgust,0.5,12.71,"Somewhere out there, there's this huge silver mass of fish heading this way. They don't know why, and we don't know why. Just some little instinctual time release firecracker, winner from, win off in their bodies."
IEMOCAP,iemocap_Ses03F_script02_1_M038,joy,neutral,0.5,10.99,"And they all, all as one, turn as one, and form this line as big as the caliphon your coast and start swimming this way, swimming as if that's the only thing that matters."
IEMOCAP,iemocap_Ses03F_script02_1_M039,joy,disgust,0.2,12.69,"You know, they didn't ask a question, they didn't take a vote, they didn't have an invitation or a map, they just started swimming as one."
IEMOCAP,iemocap_Ses03F_script02_1_M040,joy,neutral,0.2,7.99,"And it's single-mindedness with one mind. Urgency that's pure urge, you know, they don't give it a name."
IEMOCAP,iemocap_Ses03F_script02_1_M041,joy,neutral,0.5,9.81,They don't ask you a question. They just they just they don't know what drives them They just turn us one and start the swim that brings them to here
IEMOCAP,iemocap_Ses03F_script02_1_M042,joy,joy,0.5,9.87,"where we stand for a massive celebration of sex and death. Ah, god, I'm giving myself goosebumps. Look, all my hairs on my arms are sticking out."
IEMOCAP,iemocap_Ses03F_script02_1_M043,neutral,neutral,0.2,2.75,路行って
IEMOCAP,iemocap_Ses03F_script02_1_M044,neutral,neutral,0.2,2.31,about what I just said.
IEMOCAP,iemocap_Ses03F_script02_2_F000,neutral,neutral,0.2,2.67,about what?
IEMOCAP,iemocap_Ses03F_script02_2_F001,neutral,anger,0.4,3.08,You're ridiculous.
IEMOCAP,iemocap_Ses03F_script02_2_F002,neutral,disgust,0.5,7.66,"It's so PR. I mean, somebody's giving you a good bill about this wonderful event that's going to happen on the beach."
IEMOCAP,iemocap_Ses03F_script02_2_F003,neutral,neutral,0.5,9.38,Exactly. Everyone else just told the same thing. It keeps them feeling excited. It keeps them coming back. It keeps them thinking life's gonna start at any minute now.
IEMOCAP,iemocap_Ses03F_script02_2_F004,neutral,disgust,0.5,3.18,"I don't care, it's still fished to me."
IEMOCAP,iemocap_Ses03F_script02_2_F005,anger,anger,0.7,6.41,"Okay, god damn it don't ask me that you always ask me that why do you ask me that I hate it? It's insulting"
IEMOCAP,iemocap_Ses03F_script02_2_F006,anger,neutral,0.5,8.02,"Look, we're just looking at this evening in a different way both of us. We both have different ideas of it."
IEMOCAP,iemocap_Ses03F_script02_2_F007,neutral,disgust,0.2,3.34,I don't like that.
IEMOCAP,iemocap_Ses03F_script02_2_F008,anger,neutral,0.2,5.09,"Look, Ogi, we've never seen them. They're never gonna come."
IEMOCAP,iemocap_Ses03F_script02_2_F009,neutral,neutral,0.2,4.12,Twice as many times as we've tried that's ever.
IEMOCAP,iemocap_Ses03F_script02_2_F010,neutral,neutral,0.2,2.42,"No, we won't."
IEMOCAP,iemocap_Ses03F_script02_2_F011,neutral,neutral,0.2,6.21,"It's impossible. It's like waiting around, waiting to see Santa Claus, you know?"
IEMOCAP,iemocap_Ses03F_script02_2_F012,anger,disgust,0.5,7.51,I could feel like my whole life if you're just standing on this beach with my hands class waiting for these fish to show up and these fish never show up.
IEMOCAP,iemocap_Ses03F_script02_2_F013,anger,neutral,0.2,2.38,I do.
IEMOCAP,iemocap_Ses03F_script02_2_F014,anger,neutral,0.2,10.08,"Look, I did. I always do, but it's like every time I try it. Nothing ever happens."
IEMOCAP,iemocap_Ses03F_script02_2_F015,anger,disgust,0.5,3.56,"For Christ's sake, I'll give you this is not about fish."
IEMOCAP,iemocap_Ses03F_script02_2_F016,sadness,neutral,0.2,5.14,Rod. Do you remember the last time we came here?
IEMOCAP,iemocap_Ses03F_script02_2_F017,sadness,sadness,0.4,3.2,He thought it was pregnant.
IEMOCAP,iemocap_Ses03F_script02_2_F018,sadness,disgust,0.2,3.71,He brought a bottle of champagne.
IEMOCAP,iemocap_Ses03F_script02_2_F019,joy,disgust,0.2,6.72,We took off our shoes and we danced barefoot in the sand. Under the moon.
IEMOCAP,iemocap_Ses03F_script02_2_F020,joy,fear,0.4,6.38,and you whispered so intimately in my ear so I could feel your words.
IEMOCAP,iemocap_Ses03F_script02_2_F021,joy,sadness,0.4,6.33,That moment. That was it.
IEMOCAP,iemocap_Ses03F_script02_2_F022,sadness,joy,0.2,5.99,"I told myself, finally this is how happy I'm supposed to be."
IEMOCAP,iemocap_Ses03F_script02_2_F023,joy,fear,0.4,5.21,"Dancing barefoot in the sand, drinking out of a bottle of champagne."
IEMOCAP,iemocap_Ses03F_script02_2_F024,sadness,disgust,0.2,3.15,I don't want to remember something.
IEMOCAP,iemocap_Ses03F_script02_2_F025,sadness,sadness,0.4,2.69,Hope for some things.
IEMOCAP,iemocap_Ses03F_script02_2_F026,sadness,neutral,0.2,2.79,No.
IEMOCAP,iemocap_Ses03F_script02_2_F027,sadness,neutral,0.2,1.91,No.
IEMOCAP,iemocap_Ses03F_script02_2_F028,sadness,sadness,0.4,2.64,No... Yes
IEMOCAP,iemocap_Ses03F_script02_2_F029,anger,sadness,0.4,2.4,You're in your ear? No.
IEMOCAP,iemocap_Ses03F_script02_2_F030,anger,neutral,0.2,1.84,"And no, what? What?"
IEMOCAP,iemocap_Ses03F_script02_2_F031,anger,neutral,0.2,2.11,invitation. Nope!
IEMOCAP,iemocap_Ses03F_script02_2_F032,anger,neutral,0.2,1.91,Now I know
IEMOCAP,iemocap_Ses03F_script02_2_F033,anger,neutral,0.5,4.13,I want things to turn out the way that they're supposed to be.
IEMOCAP,iemocap_Ses03F_script02_2_F034,anger,neutral,0.2,3.93,What is this? This is nothing.
IEMOCAP,iemocap_Ses03F_script02_2_F035,anger,neutral,0.5,4.36,"No, it's not. It's standing on the beach waiting and fighting. Right."
IEMOCAP,iemocap_Ses03F_script02_2_F036,sadness,neutral,0.5,4.85,The things never turned out anything the way that I thought they would be.
IEMOCAP,iemocap_Ses03F_script02_2_F037,neutral,neutral,0.2,5.38,I mean this is this is everything and it's a lot but
IEMOCAP,iemocap_Ses03F_script02_2_F038,sadness,neutral,0.5,3.85,It's not something else. Do you know what I'm trying to say?
IEMOCAP,iemocap_Ses03F_script02_2_F039,sadness,disgust,0.2,12.24,I know you are all gay and then I know you wanted this evening to be nice but I can't help thinking of being somewhere else.
IEMOCAP,iemocap_Ses03F_script02_2_F040,sadness,neutral,0.2,2.24,I didn't say that.
IEMOCAP,iemocap_Ses03F_script02_2_F041,anger,disgust,0.2,5.38,"Okay, anything I do I'd rather be doing with you."
IEMOCAP,iemocap_Ses03F_script02_2_F042,anger,disgust,0.5,9.72,"God don't you know that? I mean, you're the one that probably wants to be with somebody else. Somebody that didn't take herself so seriously could enjoy herself more."
IEMOCAP,iemocap_Ses03F_script02_2_F043,joy,neutral,0.2,8.07,"Well, guess we're just in the wrong spot with the right person."
IEMOCAP,iemocap_Ses03F_script02_2_F044,joy,sadness,0.4,3.85,I know this is beautiful.
IEMOCAP,iemocap_Ses03F_script02_2_F045,joy,neutral,0.2,3.73,See it right over the water.
IEMOCAP,iemocap_Ses03F_script02_2_F046,neutral,sadness,0.4,3.63,ค่ะ ไปก็ว่าไว้เมือง
IEMOCAP,iemocap_Ses03F_script02_2_F047,neutral,neutral,0.2,2.93,do your butt refresh with
IEMOCAP,iemocap_Ses03F_script02_2_F048,joy,neutral,0.2,3.71,At least there were no glasses.
IEMOCAP,iemocap_Ses03F_script02_2_F049,neutral,neutral,0.2,6.91,So I was thinking he might be right.
IEMOCAP,iemocap_Ses03F_script02_2_F050,joy,neutral,0.2,4.68,I mean this is the right place after all.
IEMOCAP,iemocap_Ses03F_script02_2_F051,sadness,disgust,0.2,3.01,"I'm sorry, Yuck."
IEMOCAP,iemocap_Ses03F_script02_2_F052,neutral,neutral,0.2,2.67,or not.
IEMOCAP,iemocap_Ses03F_script02_2_M000,neutral,disgust,0.2,3.84,So what do you think?
IEMOCAP,iemocap_Ses03F_script02_2_M001,neutral,neutral,0.2,3.2,But what I was just saying...
IEMOCAP,iemocap_Ses03F_script02_2_M002,anger,neutral,0.2,7.08,It certainly is not a slightly exaggerated scientific fact.
IEMOCAP,iemocap_Ses03F_script02_2_M003,anger,neutral,0.5,3.32,I'm not the only one looking at all these people.
IEMOCAP,iemocap_Ses03F_script02_2_M004,anger,neutral,0.2,3.24,Did I be talking about the same thing?
IEMOCAP,iemocap_Ses03F_script02_2_M005,neutral,disgust,0.2,7.8,"Carla, can I ask you something? Don't take this wrong, but are you having your period?"
IEMOCAP,iemocap_Ses03F_script02_2_M006,anger,disgust,0.2,2.97,Okay then what's bugging you?
IEMOCAP,iemocap_Ses03F_script02_2_M007,anger,disgust,0.5,12.51,"There's nothing to it. Alright, we come down here, the Grunnen arrive, they do their little fish business, we go, oh, look at the fish, and then they go home and we go home."
IEMOCAP,iemocap_Ses03F_script02_2_M008,neutral,neutral,0.2,3.32,We're not seeing the grenions.
IEMOCAP,iemocap_Ses03F_script02_2_M009,anger,neutral,0.2,3.88,We miss them twice. That's not ever.
IEMOCAP,iemocap_Ses03F_script02_2_M010,anger,neutral,0.2,2.62,We'll see them this time.
IEMOCAP,iemocap_Ses03F_script02_2_M011,anger,neutral,0.5,2.59,I thought you wanted to see it.
IEMOCAP,iemocap_Ses03F_script02_2_M012,anger,neutral,0.2,5.7,It's just fish. Nothing to get traumatized over.
IEMOCAP,iemocap_Ses03F_script02_2_M013,anger,disgust,0.5,6.71,I've been trying to mold this through my head to figure out when the point was when we took a turn from the worst and I can't seem to pinpoint it.
IEMOCAP,iemocap_Ses03F_script02_2_M014,anger,neutral,0.5,14.76,"He were fine during the phone call from Marge. Dinner was okay, doing the dishes was no problem. Let's see, I took a shower. You're watching the news, you said. Augie, I think the grunt you're not running. I said, great, let's go, I feel lucky tonight."
IEMOCAP,iemocap_Ses03F_script02_2_M015,anger,neutral,0.5,7.83,So I'm getting the animals put in the animals out in the yard. I'm putting on my jacket getting the car out of the garage
IEMOCAP,iemocap_Ses03F_script02_2_M016,neutral,sadness,0.4,3.68,"Wait a minute, I got it."
IEMOCAP,iemocap_Ses03F_script02_2_M017,neutral,neutral,0.2,9.68,"He was driving past a nickerbocker, lickerlocker, right? He said, let's get some champagne, and I said, times waste and there's something like that."
IEMOCAP,iemocap_Ses03F_script02_2_M018,neutral,neutral,0.5,5.04,"You want this to be like the other time, right? That's it, right?"
IEMOCAP,iemocap_Ses03F_script02_2_M019,neutral,neutral,0.2,6.76,"Okay, right I got it of course um listen do you want to dance?"
IEMOCAP,iemocap_Ses03F_script02_2_M020,neutral,disgust,0.5,2.61,Do you want me to get some champagne?
IEMOCAP,iemocap_Ses03F_script02_2_M021,neutral,sadness,0.4,2.52,Take off your shoes.
IEMOCAP,iemocap_Ses03F_script02_2_M022,anger,sadness,0.7,5.14,"Well, after what? Do you want me to breathe in your ear? No."
IEMOCAP,iemocap_Ses03F_script02_2_M023,anger,sadness,0.7,6.18,Do you want to get married again? No! What? What do you want to get a divorce? NO!
IEMOCAP,iemocap_Ses03F_script02_2_M024,anger,disgust,0.2,2.16,Eification.
IEMOCAP,iemocap_Ses03F_script02_2_M025,anger,disgust,0.2,2.7,"A new carpet, a puddle."
IEMOCAP,iemocap_Ses03F_script02_2_M026,anger,disgust,0.5,5.99,"A- a back rub, some ice cream, a suicide pack, what the hell do you want Carla?"
IEMOCAP,iemocap_Ses03F_script02_2_M027,anger,neutral,0.2,3.1,Jesus welcome to the human race.
